"TÍTULO","TIPO DE SERVIÇO","GRUPO DE ATIVIDADE","LINHA DE AÇÃO","AVALIAÇÃO DE POLÍTICA PÚBLICA","PUBLICAÇÃO","LOCALIDADES"
"Relatório de Avaliação nº 936232 - Companhia Docas do Rio de Janeiro (CDRJ) - Processo de Contratações","Avaliação","Outros",Auditoria interna governamental,Não,25/05/2023,"Rio de Janeiro-RJ"
"Relatório de Avaliação nº 936217 - FEMARH - Ações 21BU e 21BS","Avaliação","Outros",Auditoria interna governamental,Não,14/03/2022,"Boa Vista-RR"
"Relatório de Avaliação nº 935994 - Companhia das Docas do Estado da Bahia (CODEBA) - Processo de Contratações","Avaliação","Outros",Auditoria interna governamental,Não,07/02/2023,"Salvador-BA"
"Relatório de Avaliação nº 934028 - Avaliação da execução de contratos decorrentes do Pregão Eletrônico 13-2020 2a SR Codevasf","Avaliação","Outros",Auditoria Interna Governamental,Não,21/07/2023,"Bom Jesus da Lapa-BA"
"Relatório de Avaliação nº 933915 - Avaliação das obras de construção do complexo turístico Serra das Areias no Município de Aparecida de Goiânia-GO - Ministério do Turismo.","Avaliação","Outros",Auditoria interna governamental,Não,28/01/2022,"Aparecida de Goiânia-GO"
"Relatório de Avaliação nº 928901-CGU/AL-Análise do Pregão Eletrônico nº 3/2020 da FUNASA/AL","Apuração","Outros","Auditoria interna governamental",Sim,26/01/2022,"Maceió/AL"
"Relatório de Avaliação nº 925618 - Ministério da Cidadania - Avaliação do Auxílio Emergencial Residual","Avaliação","Outros","Auditoria interna governamental",Não,03/02/2022,"Brasília/DF"
"Relatório de Avaliação nº 910753 - Codevasf/SE - Contratos para pavimentação de vias no Estado de Sergipe, por meio de Registro de Preços.","Avaliação","Outros","Auditoria interna governamental",Não,10/02/2023,"Sergipe"
"Relatório de Avaliação nº 910665 - BNB - PLR","Avaliação","Outros","Auditoria interna governamental",Não,26/01/2022,"Fortaleza/CE"
"Relatório de Avaliação nº 907917 - Avaliação sobre a atuação do CONANDA e MMFDH sobre os recursos do Fundo Nacional para Criança e o Adolescente (FNCA)","Avaliação","Outros","Auditoria interna governamental",Não,22/07/2021,"Brasília/DF"
"Relatório de Avaliação nº 907235 - CNPq - Chamadas Públicas e Encomendas","Avaliação","Outros","Auditoria interna governamental",Não,23/11/2022,"Brasília/DF"
"Relatório de Avaliação nº 907132-Funasa/AL-Convênio nº 224/2018-Sistema de abastecimento de água de Anadia/AL","Avaliação","Outros","Auditoria Interna Governamental",Não,02/05/2023,"Anadia/AL, Maceió/AL"
"Relatório de Avaliação nº 907060 - Superintendência da Polícia Rodoviária Federal em Mato Grosso do Sul","Avaliação","Outros","Auditoria interna governamental",Não,08/03/2022,"Mato Grosso do Sul"
"Relatório de Avaliação nº 907054 - Hospital Universitário Maria Aparecida Pedrossian","Avaliação","Outros","Auditoria interna governamental",Não,24/01/2022,"Campo Grande/MS"
"Relatório de Avaliação nº 907051 - Hospital Universitário da Universidade Federal da Grande Dourados - HU/UFGD","Avaliação","Outros","Auditoria interna governamental",Não,10/02/2022,"Dourados/MS"
"Relatório de Avaliação nº 907005","Avaliação","Outros","Auditoria interna governamental",Não,16/06/2021,"Campo Grande/MS"
"Relatório de Avaliação nº 907004 - SPREV - Avaliação de programas que dispensam o controle de frequência no âmbito da SPMF","Avaliação","Outros","Auditoria interna governamental",Não,19/01/2022,"Brasília/DF"
"Relatório de Avaliação nº 906994 - SR-Dnit/MS","Avaliação","Outros","Auditoria interna governamental",Não,31/08/2022,"Mato Grosso do Sul"
"Relatório de Avaliação nº 906919 - Secretaria de Previdência","Avaliação","Outros","Auditoria interna governamental",Não,09/12/2021,"Brasília/DF"
"Relatório de Avaliação nº 906816 - Pavimentação de vias do município de Macapá - Convênio n° 842242/2016 - Ministério da Integração e Desenvolvimento Regional (MIDR)","Avaliação","Outros","Auditoria Interna Governamental",Não,22/12/2023,"Macapá/AP"
"Relatório de Avaliação nº 906811 - Convênio nº 842212/2016 - Superintendência do Desenvolvimento da Amazônia - SUDAM","Avaliação","Outros","Auditoria Interna Governamental",Não,22/12/2023,"Macapá/AP"
"Relatório de Avaliação nº 906798 - Avaliação dos recursos aplicados no remanescente das obras do Anel Viário de Jataí/GO executadas pela Superintendência do DNIT no Distrito Federal e Goiás - SR-DF/GO.","Avaliação","Outros","Auditoria interna governamental",Não,06/05/2022,"Goiânia/GO"
"Relatório de Avaliação nº 906798 - Avaliação do Programa de Contratos de Recuperação e Manutenção Rodoviária – CREMA executado pela Superintendência do DNIT no Distrito Federal e Goiás - SR-DF/GO.","Avaliação","Outros","Auditoria interna governamental",Sim,04/07/2022,"Goiânia/GO"
"Relatório de Avaliação nº 906779 - Convênio nº 842271/2016 - Ministério da Integração e do Desenvolvimento Regional (MIDR)","Avaliação","Outros","Auditoria Interna Governamental",Não,22/12/2023,"Macapá/AP"
"Relatório de Avaliação nº 906775 - Universidade Federal de Roraima (UFRR) - Terceirização de mão de obra.","Avaliação","Outros","Auditoria interna governamental",Não,14/03/2022,"Boa Vista/RR"
"Relatório de Avaliação nº 906602 - Precatórios do Fundef - Coruripe/AL","Apuração","Outros","Auditoria interna governamental",Não,16/02/2023,"Coruripe/AL"
"Relatório de Avaliação nº 906323 - Secretaria Nacional de Saneamento - Sistema Nacional de Informações Sobre Saneamento (SNIS)","Avaliação","Outros","Auditoria interna governamental",Não,17/11/2021,"Brasília/DF"
"Relatório de Avaliação nº 906303 - Codesa - Modelagem para Desestatização (Valuation)","Avaliação","Outros","Auditoria interna governamental",Não,04/01/2022,"Vitória/ES"
"Relatório de Avaliação nº 905804 - Secretaria de Segurança Pública do GDF - Cidades Resilientes - abordagem governança","Avaliação","Outros","Auditoria interna governamental",Sim,23/09/2021,"Brasília/DF"
"Relatório de Avaliação nº 905732 - Anater","Avaliação","Outros","Auditoria interna governamental",Sim,14/07/2023,"Brasília/DF"
"Relatório de Avaliação nº 905565 - Sabesp - Contrato de Financiamento Caixa - Subcrédito 0410.549-93 - Esgotamento Sanitário - Sistema São Miguel","Avaliação","Outros","Auditoria interna governamental",Não,29/06/2021,"São Paulo/SP"
"Relatório de Avaliação nº 905542 - Avaliação dos Programas de Microcédito Urbano (Crediamigo) e Rural (Agroamigo) - Banco do Nordeste (BNB)","Avaliação","Outros","Auditoria Interna Governamental",Não,29/12/2023,"Fortaleza/CE"
"Relatório de Avaliação nº 905531 – Avaliação dos estudos técnicos relativos à desestatização da CEASAMINAS.","Avaliação","Outros","Auditoria interna governamental",Não,15/12/2022,"Belo Horizonte/MG, Contagem/MG, Brasília/DF"
"Relatório de Avaliação nº 905492 - Departamento de Defesa Civil da Prefeitura Municipal de Campinas - Aspectos de governança no tema de resiliência e mitigação de riscos frente a desastres na região metropolitana de Campinas.","Avaliação","Outros","Auditoria interna governamental",Sim,20/10/2021,"Campinas/SP"
"Relatório de Avaliação nº 905484 - Sabesp - Contrato de Financiamento Caixa - Subcrédito 0410.509-12 - Esgotamento Sanitário - Sistema Barueri","Avaliação","Outros","Auditoria interna governamental",Não,29/06/2021,"São Paulo/SP"
"Relatório de Avaliação nº 904864 - Destinação para Infraestrutura Econômica - Eficácia das Superintendências Estaduais – SPU Paraná",Avaliação,Outros,Auditoria interna governamental,Sim,13/01/2023,"Curitiba/PR"
"Relatório de Avaliação nº 904634 - Casemg - PCEX - Liquidação",Avaliação,Outros,Auditoria interna governamental,Não,01/02/2022,"Belo Horizonte/MG"
"Relatório de Avaliação nº 904502 - Autoridade Portuária de Santos S.A. - Gestão do Passivo Trabalhista",Avaliação,Outros,Auditoria interna governamental,Não,27/10/2022,"Santos/SP"
"Relatório de Avaliação nº 904500 - Contratos de Gestão firmados entre a Prefeitura Municipal de São Paulo e Organizações Sociais de Saúde",Avaliação,Outros,Auditoria interna governamental,Não,10/06/2022,"São Paulo/SP"
"Relatório de Avaliação nº 904397 - Prefeitura Municipal de Balneário Camboriú (SC) – Contrato de Empréstimo BID 3391/OC-BR (PNAFM III) - Exercício 2020",Avaliação,"Avaliação dos Contratos de Recursos Externos",Auditoria interna governamental,Não,07/06/2021,"Balneário Camboriú/SC"
"Relatório de Avaliação nº 904187 - Tema Tático Cidades Resilientes - Abordagem Operacional (consolidação)",Avaliação,Outros,Auditoria interna governamental,Sim,08/04/2022,"Brasília/DF"
"Relatório de Avaliação nº 904185 - Tema Tático Cidades Resilientes - Abordagem Governança",Avaliação,Outros,Auditoria interna governamental,Sim,04/02/2022,"Brasília/DF"
"Relatório de Avaliação nº 903352 – Serviço Florestal Brasileiro do Ministério da Agricultura, Pecuária e Abastecimento (SFB/MAPA) - Contrato de Contribuição Financeira KfW BMZ/2011.66.149 (CAR) – Exercício 2020",Avaliação,"Avaliação dos Contratos de Recursos Externos",Auditoria interna governamental,Não,13/12/2021,"Brasília/DF"
"Relatório de Avaliação nº 903347 – Serviço Florestal Brasileiro do Ministério da Agricultura, Pecuária e Abastecimento (SFB/MAPA) – Contrato de Contribuição Financeira KfW BMZ 2003 66658 (Gestão Florestal) – Exercício 2020",Avaliação,"Avaliação dos Contratos de Recursos Externos",Auditoria interna governamental,Não,01/09/2021,"Brasília/DF"
"Relatório de Avaliação nº 903334 - Secretaria de Agricultura Familiar e Cooperativismo do Ministério da Agricultura, Pecuária e Abastecimento (SEAF/MAPA) - Acordo de Financiamento FIDA nº 2000000436 e 2000000437 - Exercício de 2020",Avaliação,"Avaliação dos Contratos de Recursos Externos",Auditoria interna governamental,Não,09/09/2021,"Brasília/DF"
"Relatório de Avaliação nº 903328 – Serviço Florestal Brasileiro do Ministério da Agricultura, Pecuária e Abastecimento (SFB/MAPA) - Acordo de Empréstimo BIRD TF nº 19211 (FIP CAR) – Exercício 2020",Avaliação,"Avaliação dos Contratos de Recursos Externos",Auditoria interna governamental,Não,13/12/2021,"Brasília/DF"
"Relatório de Avaliação nº 903323 - Secretaria de Educação Básica do Ministério da Educação (SEB/MEC) - Acordo de Empréstimo BIRD nº 8812-BR e 8813-BR (Apoio à Reforma do Ensino Médio) – Exercício 2020",Avaliação,"Avaliação dos Contratos de Recursos Externos",Auditoria interna governamental,Não,24/12/2021,"Brasília/DF"
"Relatório de Avaliação nº 903315 - Serviço Florestal Brasileiro (SFB) - Convênio de Cooperação Técnica BID ATN/SX-14.218-BR - Exercícios 2020 e 2021",Avaliação,"Avaliação dos Contratos de Recursos Externos",Auditoria interna governamental,Não,25/08/2021,"Brasília/DF"
"Relatório de Avaliação nº 903314 – Banco Nacional de Desenvolvimento Econômico e Social (BNDES) – Contrato de Empréstimo BID 4672/OC-BR – Exercício 2020",Avaliação,"Avaliação dos Contratos de Recursos Externos",Auditoria interna governamental,Não,28/06/2021,
"Relatório de Avaliação nº 903226 - Ministério da Economia - Contrato de Empréstimo BID nº 3391/OC-BR (PNAFM III) - Exercício de 2020",Avaliação,"Avaliação dos Contratos de Recursos Externos",Auditoria interna governamental,Não,07/06/2021,"Brasília/DF"
"Relatório de Avaliação nº 903147 - Avaliação da aplicação de recursos federais em obras de pavimentação realizadas no município de Corumbaíba/GO.",Apuração,Outros,Auditoria interna governamental,Não,27/12/2021,"Corumbaíba/GO"
"Relatório de Avaliação nº 902742 - Avaliação da aplicação de recursos do Contrato de Financiamento nº 0529.115-83 (Finisa) firmado entre a Caixa Econômica Federal e o município de Goiânia para a execução das obras de ampliação da avenida Leste-Oeste.",Avaliação,Outros,Auditoria interna governamental,Não,24/01/2022,"Goiânia/GO"
"Relatório de Avaliação nº 902738 - MDR - Plano de Desenvolvimento Regional Sustentável do Xingu (PDRSX) - Exercícios de 2019 a 2021.",Avaliação,Outros,Auditoria interna governamental,Sim,15/03/2022,"Brasília/DF"
"Relatório de Avaliação nº 902206 - Funasa - Avaliação dos processos de formulação e implementação das ações de esgotamento sanitário e fiscalização e acompanhamento de obras de engenharia correlatas.",Avaliação,Outros,Auditoria interna governamental,Sim,27/01/2023,"Salvador/BA"
"Relatório de Avaliação nº 902080 - Codeba - TECON Salvador",Avaliação,Outros,Auditoria interna governamental,Não,30/12/2021,"Salvador/BA"
"Relatório de Avaliação nº 899598 - AN/MJ - Gestão Documental (SIGA)",Avaliação,Outros,Auditoria interna governamental,Não,24/08/2021,"Rio de Janeiro/RJ, Brasília/DF"
"Relatório de Avaliação nº 899508 - Universidade Federal do Espírito Santo - Avaliação dos processos de revalidação de diplomas estrangeiros de graduação e de reconhecimento de diplomas estrangeiros de pós-graduação.",Avaliação,Outros,Auditoria interna governamental,Não,23/06/2021,"Vitória/ES"
"Relatório de Avaliação nº 899032 - Conselho Regional de Administração de São Paulo - CRA-SP - Análise da Ata do Pregão nº 6/2020",Avaliação,Outros,Auditoria interna governamental,Não,11/11/2021,"São Paulo/SP"
"Relatório de Avaliação nº 897667 - Banco Central do Brasil - Auditoria Financeira - Dívida Ativa Não Tributária",Avaliação,"Avaliação da Prestação Anual de Contas",Auditoria interna governamental,Não,10/08/2021,"Brasília/DF"
"Relatório de Avaliação nº 896114 - UFRPE - Gastos com pessoal no período da pandemia",Apuração,Outros,Auditoria interna governamental,Não,02/02/2023,"Recife/PE"
"Relatório de Avaliação nº 896113 - UFPE - Gastos com pessoal no período da pandemia",Apuração,Outros,Auditoria interna governamental,Não,12/06/2023,"Recife/PE"
"Relatório de Avaliação nº 895245 - Secretaria Especial da Cultura - Ministério do Turismo",Avaliação,Outros,Auditoria interna governamental,Não,07/06/2022,"Distrito Federal"
"Relatório de Avaliação nº 894796 - UFPE - Aulas remotas no período da pandemia",Apuração,Outros,Auditoria interna governamental,Não,02/02/2023,"Recife/PE"
"Relatório de Avaliação nº 885868 - Revalidação/Reconhecimento de diplomas estrangeiros - UFJF",Avaliação,Outros,Auditoria interna governamental,Sim,27/09/2021,"Juiz de Fora/MG"
"Relatório de Avaliação nº 885288 - Revalidação e Reconhecimento de diplomas - Universidade Federal do Maranhão - UFMA",Avaliação,Outros,Auditoria Interna Governamental,Sim,04/04/2024,"São Luís"
"Relatório de Avaliação nº 878273 - Petrobras - Comitê de Elegibilidade",Avaliação,Outros,Auditoria interna governamental,Não,16/11/2021,"Brasília/DF"
