TÍTULO,TIPO_DE_SERVIÇO,GRUPO_DE_ATIVIDADE,LINHA_DE_AÇÃO,AVALIAÇÃO_DE_POLÍTICA_PÚBLICA,PUBLICADO_EM,LOCALIDADES
Relatório de Avaliação nº 1524620 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Rio Tinto/PB,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Rio Tinto/PB
Relatório de Avaliação nº 1524677 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Planaltina do Paraná/PR,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Planaltina do Paraná/PR
Relatório de Avaliação nº 1524613 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Marcos Parente/PI,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Marcos Parente/PI
Relatório de Avaliação nº 1524738 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Foz do Iguaçu/PR,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Foz do Iguaçu/PR
Relatório de Avaliação nº 1524707 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Porto Alegre/RS,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Porto Alegre/RS
Relatório de Avaliação nº 1524610 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Cumbe/SE,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Cumbe/SE
Relatório de Avaliação nº 1524652 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Caseara/TO,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Caseara/TO
Relatório de Avaliação nº 1524671 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Peruíbe/SP,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Peruíbe/SP
Relatório de Avaliação nº 1524708 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Lagarto/SE,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Lagarto/SE
Relatório de Avaliação nº 1524510 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Guarulhos/SP,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Guarulhos/SP
Relatório de Avaliação nº 1524667 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Itanhaém/SP,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Itanhaém/SP
Relatório de Avaliação nº 1524695 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Santana do Livramento/RS,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Santana do Livramento/RS
Relatório de Avaliação nº 1524700 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Mondaí/SC,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Mondaí/SC
Relatório de Avaliação nº 1504121 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no CadÚnico – consolidação nacional,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Brasília/DF
Relatório de Avaliação nº 1561909 – SAGICAD/MDS - Avaliação colaborativa do Cadastro Único com foco na experiência do usuário – Consolidação nacional [CGU Presente],Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Marituba/PA, Salvador/BA, Piraju/SP, Alegrete/RS, Pontalina/GO, Brasília/DF"
Relatório de Avaliação nº 1524812 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Alagoinhas/BA,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Alagoinhas/BA
Relatório de Avaliação nº 1524676 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Itaberaba/BA,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Itaberaba/BA
Relatório de Avaliação nº 1524814 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Penedo/AL,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Penedo/AL
Relatório de Avaliação nº 1524790 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Autazes/AM,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Autazes/AM
Relatório de Avaliação nº 1524756 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Senador Guiomard/AC,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Senador Guiomard/AC
Relatório de Avaliação nº 1524672 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Pracuúba/AP,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Pracuúba/AP
Relatório de Avaliação nº 1524599 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Pau Brasil/BA,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Pau Brasil/BA
Relatório de Avaliação nº 1524673 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Salvador/BA,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Salvador/BA
Relatório de Avaliação nº 1524702 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Humaitá/AM,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Humaitá/AM
Relatório de Avaliação nº 1524544 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Jequiá da Praia/AL,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Jequiá da Praia/AL
Relatório de Avaliação nº 1524618 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Chuí/RS,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Chuí/RS
Relatório de Avaliação nº 1524572 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único no Rio de Janeiro/RJ,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Rio de Janeiro/RJ
Relatório de Avaliação nº 1524704 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Mossoró/RN,Avaliação	Outros,Auditoria Interna Governamental,Não,05/04/2024,Mossoró/RN,
Relatório de Avaliação nº 1524616 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Seropédica/RJ,Avaliação	Outros,Auditoria Interna Governamental,Não,05/04/2024,Seropédica/RJ,
Relatório de Avaliação nº 1524619 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Lagoa Salgada/RN,Avaliação	Outros,Auditoria Interna Governamental,Não,05/04/2024,Lagoa Salgada/RN,
Relatório de Avaliação nº 1524617 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Bonfim/RR,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Bonfim/RR
Relatório de Avaliação nº 1524822 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Miguel Pereira/RJ,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Miguel Pereira/RJ
Relatório de Avaliação nº 1524646 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Porto Velho/RO,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Porto Velho/RO
Relatório de Avaliação nº 1524701 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Nova Iguaçu/RJ,Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,Nova Iguaçu/RJ
Relatório de Apuração nº 1504715 – Prefeitura Municipal de Dom Eliseu/PA - Recursos PNAE,Apuração,,Auditoria Interna Governamental,Não,04/04/2024,Dom Eliseu/PA
Relatório de Apuração nº 1456741 - Irregularidades em obras de recapeamento asfáltico e drenagem Contrato de Repasse 01054257-59 - Lages/SC,Apuração,Outros,Auditoria Interna Governamental,Não,04/04/2024,Lages/SC
Relatório nº 1533027 - Análise da Licitação Número '102/2023' - Hospital das Clínicas da UFPE (HC-UFPE) - Implantação do sistema de prevenção e combate a incêndio e pânico,Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,04/04/2024,Recife/PE
Relatório de Apuração nº 1130270 - Transporte Escolar - Município de Curaçá/BA,Apuração,,Auditoria Interna Governamental,Sim,04/04/2024,Curaçá/BA
Relatório de Apuração nº 1502209 – Prefeitura Municipal de Dom Eliseu/PA - Recursos repassados Ministério da Saúde,Apuração,,,Auditoria Interna Governamental,Não	04/04/2024	Dom Eliseu/PA,
Relatório de Apuração nº 1087781 - Centro de Distribuição de medicamentos e materiais hospitalares da Secretaria da Saúde do Estado do Ceará - Sesa-CE,Apuração,,Auditoria Interna Governamental,Não,04/04/2024,Fortaleza/CE
Relatório de Avaliação nº 1380327 - Serviços de Hemodiálise do SUS - Picos/PI,Avaliação,Outros,Auditoria Interna Governamental,Sim,04/04/2024,Picos/PI
Relatório de Avaliação 1493262 - Serviços de Hemodiálise do SUS - Floriano/PI,Avaliação,Outros,Auditoria Interna Governamental,Sim,04/04/2024,Floriano/PI
Relatório de Avaliação nº 885288 - Revalidação e Reconhecimento de diplomas - Universidade Federal do Maranhão - UFMA,Avaliação,Outros,Auditoria Interna Governamental,Sim,04/04/2024,São Luís/MA
"Relatório de Análise de Licitação número '26/2021' da UASG '153052 - UNIVERSIDADE FEDERAL DE GOIAS' - Gerenciamento, abastecimento e manutenção da frota",Avaliação,Outros,Auditoria Interna Governamental,Não,04/04/2024,Goiânia/GO
Relatório de Avaliação nº 1514524 - Aquisições de equipamentos de TIC pela Fundação Universidade Federal do Amapá (UNIFAP) - 2022 a 2023,Avaliação,Outros,Auditoria Interna Governamental,Não,04/04/2024,Macapá/AP
Relatório nº 1565039 - Análise da Licitação Número '205/2023' - Serviços de LIBRAS/Língua Portuguesa e Cuidadores - Universidade Federal de Santa Catarina (UFSC),Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,04/04/2024,Florianópolis/SC
Relatório de Avaliação nº 1425558 - Implementação da Estratégia do Ministério da Infraestrutura 2019-2022,Avaliação,Outros,Auditoria Interna Governamental,Não,03/04/2024,Brasília/DF
Relatório de Apuração nº 1319428 - Contrato de prestação de serviços necessários à operação provisória de túneis na BR-381 - Superintendência Regional do DNIT/MG,Apuração,Auditoria Interna Governamental	Não	03/04/2024	Jaguaraçu/MG,,,,
Relatório nº 1502851 - Análise Preventiva do Pregão n° 348/2023 - Rodovia BR-354/MG - Superintendência Regional do DNIT/MG,Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental	Não	03/04/2024	Belo Horizonte/MG,,,
Relatório de Avaliação nº 1205118 - Recursos repassados aos Estados da Amazônia Legal pela Lei 13.947/2019 - Estado do Maranhão,Avaliação,Outros,Auditoria Interna Governamental,Não,03/04/2024,São Luís/MA
Relatório de Avaliação nº 817151 - Rodovias BR-163/PR e BR-487/PR - Superintendência Regional do DNIT no Estado do Paraná,Avaliação,Outros,Auditoria Interna Governamental,Não,03/04/2024,"Marechal Cândido Rondon/PR, Toledo/PR"
Relatório de Avaliação nº 1366309 - Programa de Alienação de imóveis da União - Superintendência do Patrimônio da União no Paraná (SPU/PR),Avaliação,Outros,Auditoria Interna Governamental,Não,03/04/2024,"Boa Vista/RR, São Luís/MA, Recife/PE, Salvador/BA, São Paulo/SP, Curitiba/PR, Cuiabá/MT, Goiânia/GO, Brasília/DF"
Relatório nº 1351722 - Avaliação de acúmulos previdenciários na Administração Pública Federal,Avaliação,Outros,Auditoria Interna Governamental,Não,03/04/2024,Brasília/DF
Relatório de Avaliação 1465629 - Aplicação na Atividade Finalística X Disponibilidades – SESI/GO,Avaliação,Outros,Auditoria Interna Governamental,Não,03/04/2024,Goiânia/GO
Relatório de Avaliação nº 1447755 - Aplicação na Atividade Finalística X Disponibilidades – SESC/Bahia,Avaliação,Outros,Auditoria Interna Governamental,Não,03/04/2024,"Salvador/BA, Bahia"
Relatório da Avaliação nº 1372322 - Revisão da metodologia Canteiros e Administração Local do SICRO,Avaliação,Outros,Auditoria Interna Governamental	Não	03/04/2024	Brasília/DF,,,
Relatório nº 1350991 - Análise da Licitação Número '484/2022' da UASG '393003 - DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES (BRASÍLIA/DF)',Avaliação	Análise de Alertas de Licitações	Auditoria Interna Governamental	Não	25/03/2024,,,,,
Publicação - INFRAERO - Demanda externa - Convênio Corpo de Bombeiros,Apuração,Outros,Auditoria Interna Governamental,Não,21/03/2024,Teresina/PI
Publicação - Análise da Licitação Número 20/2023 da UASG 130058 - Laboratório Federal de Defesa Agropecuária,Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental	Não	19/03/2024	Pedro Leopoldo/MG,,,
Relatório de Avaliação nº 1366484 - Política de Gerenciamento de Capital do Banco do Nordeste - BNB,Avaliação,Outros,Auditoria Interna Governamental,Não,18/03/2024,Fortaleza/CE
Relatório nº 1558618 - Análise da Licitação Número '591/2023' da UASG '393016 - SUPERINTENDÊNCIA REGIONAL NO ESTADO DO PARA (BELEM/PA)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,18/03/2024,Belém/PA
Relatório de Avaliação n° 906059 - Programa Especial de Apoio ao Pequeno Exibidor (PEAPE) e Crédito Emergencial do Fundo Setorial do Audiovisual - ANCINE,Avaliação,Outros,Auditoria Interna Governamental,Não,14/03/2024,Rio de Janeiro/RJ
Relatório nº 1432239 - Análise da Licitação Número '5/2023' - Serviços continuados de Engenharia - Fundação Oswaldo Cruz - FIOCRUZ (RIO DE JANEIRO/RJ),Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,14/03/2024,
